Person_ID,Family_Line_ID,Generation,First_Name,Gender,Ethnicity,Mother_ID,Father_ID,Spouse_ID,Shared_Ancestry_Key,DOB,DOD,Longevity_Avg_Lifespan,Generation_Avg_Lifespan,Cause_of_Death,Eye_Color,Hair_Color,Skin_Tone,Blood_Group,Birthmark,Freckles,Baldness,Beard_Style_Trend,Condition_Diabetes,Condition_Heart_Issue,Condition_Asthma,Condition_Color_Blindness,Left_Handed,Is_Twin,Nature_of_Person,Recipes_Cuisine,Family_Traditions,Native_Location,Migration_Path,Socioeconomic_Status,Education_Level,Other_Disease,Passion,Disability,Email,Password
P0246,F03,1,Person_246,M,East Asian,N/A,N/A,N/A,JBDEAA,01-01-1913,01-01-1992,79,83.27751196,Old Age,Hazel,Blonde,Dark,A,Yes,No,No,Moustache,No,No,No,No,Yes,No,Aggressive,Festive_F3,Ritual_S3,City_1,,High,PhD,,,,person246.p0246@kulsetufamily.com,164d87c685fb6ab366ccf0cf3924af9fce64c5eb9f5c981cb25d9ce87777712d
P0247,F01,1,Person_247,M,Mixed,N/A,N/A,N/A,DCHBCI,01-01-1915,31-12-1993,79,84.55913978,Accident,Green,Gray,Light,B,No,No,No,Moustache,No,No,No,No,No,No,Spiritual,Sweet_R1,Festival_U3,Village_2,,High,Bachelor's,,,,person247.p0247@kulsetufamily.com,f66878218a1e970396de22d03bbc230ea175e0201793d3ff837c91c2768bd5ac
P0248,F02,1,Person_248,F,East Asian,N/A,N/A,N/A,DGEFAA,01-01-1904,31-12-1993,90,84.40932642,Infection,Green,Red,Dark,O,No,No,No,N/A,No,No,No,No,Yes,No,Extrovert,Festive_F2,Ritual_S1,City_4,,High,Bachelor's,,,,person248.p0248@kulsetufamily.com,1da5614afea615b828d058b998423c1044bae6b36db311526890c3ca4ff4ac52
P0249,F02,1,Person_249,F,Western European,N/A,N/A,N/A,ADDJAA,01-01-1919,31-12-2009,91,84.40932642,Infection,Blue,Blonde,Medium,A,No,No,No,N/A,No,No,No,No,Yes,No,Spiritual,Sweet_R1,Festival_U1,City_6,,High,Bachelor's,,,,person249.p0249@kulsetufamily.com,30f2cd51df983aea46b82c902e3e298d76f899e13887b437e5c601a9b352a218
P0250,F05,1,Person_250,M,African,N/A,N/A,N/A,BFECHF,01-01-1904,31-12-1994,91,82.87634409,Infection,Hazel,Blonde,Medium,O,No,No,No,Moustache,No,No,No,No,Yes,No,Extrovert,Sweet_R3,Festival_U2,Village_3,,Medium,High School,,,,person250.p0250@kulsetufamily.com,655f0c4e005fbec3c247079de1fb1213b43c42cc35ca7bb00aa89dc4767fad95
P0251,F03,1,Person_251,F,Mixed,N/A,N/A,N/A,JIDGED,01-01-1912,31-12-1990,79,83.27751196,Old Age,Brown,Red,Medium,AB,No,No,No,N/A,No,No,No,No,No,No,Extrovert,Festive_F3,Festival_U1,City_2,,High,PhD,,,,person251.p0251@kulsetufamily.com,213cd6c423643967a8e0dca78044bdf84ce96afaaa3ebe7c5a474a9c41a6f6bd
P0252,F03,1,Person_252,F,Western European,N/A,N/A,N/A,GDJCEE,01-01-1914,01-01-1992,78,83.27751196,Infection,Green,Blonde,Dark,AB,No,Yes,No,N/A,No,No,No,No,Yes,No,Extrovert,Festive_F1,Festival_U3,Village_5,,High,PhD,,,,person252.p0252@kulsetufamily.com,e15f5cb0491e74a7e123c32617ccd17c24fa9601e6bfb56f35cf121c170bf9a3
P0253,F02,1,Person_253,F,African,N/A,N/A,N/A,FBIIHD,01-01-1920,01-01-2008,88,84.40932642,Accident,Blue,Red,Dark,A,No,No,No,N/A,No,No,No,No,Yes,No,Introvert,Festive_F1,Festival_U1,City_6,,Low,PhD,,,,person253.p0253@kulsetufamily.com,dddb77250fc4d0448be32ecc49a1bd8a7e58f148ff67e9c11cf11dfd458e01d3
P0254,F04,1,Person_254,F,African,N/A,N/A,N/A,BAHJHG,01-01-1908,31-12-2002,95,82.9787234,Infection,Green,Brown,Light,AB,No,No,No,N/A,No,No,No,No,No,No,Calm,Festive_F1,Ritual_S2,City_6,,Medium,Bachelor's,,,,person254.p0254@kulsetufamily.com,c2728bccc0002f4a004224338178fe0460049813eb00176b8feeeebb8795fc08
P0255,F04,1,Person_255,F,African,N/A,N/A,N/A,AHGFGH,01-01-1902,01-01-1978,76,82.9787234,Infection,Blue,Black,Dark,B,No,No,No,N/A,No,No,No,No,No,No,Spiritual,Sweet_R2,Ritual_S2,Village_2,,Medium,Bachelor's,,,,person255.p0255@kulsetufamily.com,63084d3e66f6790fc107fc5ab072e07d84120d5d4efb387b8c78876a85a053b3
P0256,F03,1,Person_256,F,South Asian,N/A,N/A,N/A,AFADJA,01-01-1912,31-12-1980,69,83.27751196,Infection,Blue,Blonde,Dark,AB,No,No,No,N/A,Yes,No,No,No,No,No,Extrovert,Festive_F1,Ritual_S3,Village_9,,Low,High School,,,,person256.p0256@kulsetufamily.com,3444a0aa83576dedc9c4a486e27581bc3306cedf57fb13dc5a4da44bd74e0fa4
P0257,F03,1,Person_257,F,Mixed,N/A,N/A,N/A,CAGIAJ,01-01-1914,01-01-1995,81,83.27751196,Infection,Hazel,Red,Dark,O,No,No,No,N/A,No,No,No,No,Yes,No,Introvert,Festive_F2,Ritual_S3,Village_4,,Medium,PhD,,,,person257.p0257@kulsetufamily.com,6a4bbe67a0f55eed4f7065d25ed509cb2269d95ec9293e78cf39a6a6b5d74005
P0258,F05,1,Person_258,F,Mixed,N/A,N/A,N/A,BDECHG,01-01-1920,01-01-1996,76,82.87634409,Accident,Blue,Brown,Medium,O,Yes,No,No,N/A,No,No,No,No,No,No,Extrovert,Sweet_R2,Festival_U2,Village_4,,Low,PhD,,,,person258.p0258@kulsetufamily.com,43887e0ab0d8a3c3d77c66f8b40b13da90043569efdd168bb5f46acd5ca702cf
P0259,F04,1,Person_259,F,South Asian,N/A,N/A,N/A,GFACHJ,01-01-1918,31-12-2000,83,82.9787234,Accident,Brown,Black,Dark,A,Yes,No,No,N/A,No,No,No,No,Yes,No,Spiritual,Sweet_R3,Ritual_S3,Village_2,,Medium,High School,,,,person259.p0259@kulsetufamily.com,7b61a2bc8e9e9d63e7c210dc6bc64d79d78086f5fa93fbc52af8d54c456e584c
P0260,F04,1,Person_260,F,Western European,N/A,N/A,N/A,JACCCI,01-01-1914,01-01-1986,72,82.9787234,Organ Failure,Blue,Black,Medium,O,No,Yes,No,N/A,Yes,No,No,No,Yes,No,Aggressive,Festive_F2,Festival_U3,Village_8,,High,High School,,,,person260.p0260@kulsetufamily.com,8572030e75410e19b9a00091347f0917d01fb4b48c1b985f4446abf7d7e7883d
P0261,F03,1,Person_261,F,Mixed,N/A,N/A,N/A,HAFHDC,01-01-1905,01-01-1996,91,83.27751196,Old Age,Brown,Brown,Medium,B,No,No,No,N/A,No,No,Yes,No,No,No,Extrovert,Festive_F3,Ritual_S1,City_7,,Low,High School,,,,person261.p0261@kulsetufamily.com,dd550423fc8dd3d25097bfc86706efdfdc1b797e3efaf8c394835ce84ba261bf
P0262,F04,1,Person_262,F,Mixed,N/A,N/A,N/A,IGDCCF,01-01-1918,01-01-1998,80,82.9787234,Infection,Blue,Blonde,Medium,B,No,No,No,N/A,No,No,No,No,No,No,Aggressive,Festive_F2,Ritual_S3,City_1,,Low,High School,,,,person262.p0262@kulsetufamily.com,3f349da92a76696bd98ca602ac04fdf2237d14a6228751b66dd54a46e86e6351
P0263,F02,1,Person_263,M,Western European,N/A,N/A,N/A,GHEJID,01-01-1910,01-01-1992,82,84.40932642,Old Age,Hazel,Brown,Dark,AB,No,No,No,Full Beard,No,No,No,No,No,No,Artistic,Festive_F2,Ritual_S1,Village_3,,High,High School,,,,person263.p0263@kulsetufamily.com,9e158e5566ddf5056e902349dee521e1ac62463b674e916d4ac6fd3985fe6533
P0264,F02,1,Person_264,M,Mixed,N/A,N/A,N/A,EHEFJE,01-01-1907,31-12-1996,90,84.40932642,Old Age,Brown,Red,Light,A,No,No,No,Moustache,No,No,No,No,No,No,Spiritual,Sweet_R3,Festival_U3,Village_5,,Medium,PhD,,,,person264.p0264@kulsetufamily.com,6bceaf6f4f0dcbd3d3e1648af7a0a6069636347a8acb5ece74b9c11ddc265049
P0265,F04,1,Person_265,M,Western European,N/A,N/A,N/A,DEIEDC,01-01-1914,01-01-1998,84,82.9787234,Old Age,Blue,Black,Light,AB,No,No,No,Full Beard,No,No,No,No,Yes,No,Introvert,Festive_F3,Festival_U3,Village_7,,Medium,High School,,,,person265.p0265@kulsetufamily.com,8fcc43b985a7e9375122b2194bf46ff8a8766768d6ad24870db65d7956e63092
P0266,F04,1,Person_266,M,East Asian,N/A,N/A,N/A,JBACCJ,01-01-1920,31-12-2012,93,82.9787234,Infection,Hazel,Blonde,Light,AB,No,No,No,Full Beard,No,No,No,No,Yes,No,Extrovert,Festive_F1,Festival_U1,City_5,,High,Bachelor's,,,,person266.p0266@kulsetufamily.com,a34e491ba5e6f202dcd34664fa5484ec951002c3c694885ac3242e734fadd9ce
P0267,F01,1,Person_267,F,Western European,N/A,N/A,N/A,CFCABD,01-01-1917,01-01-2003,86,84.55913978,Infection,Brown,Brown,Medium,AB,No,Yes,No,N/A,No,No,Yes,No,No,No,Introvert,Sweet_R2,Festival_U1,Village_1,,High,High School,,,,person267.p0267@kulsetufamily.com,4079826d544a9d85c3c7a327b0ac050e8d18950912db8f4276733b3d2efce114
P0268,F05,1,Person_268,F,South Asian,N/A,N/A,N/A,BIFEEB,01-01-1904,31-12-1989,86,82.87634409,Infection,Green,Gray,Light,AB,No,Yes,No,N/A,No,No,No,No,No,No,Calm,Festive_F1,Ritual_S3,Village_4,,Medium,High School,,,,person268.p0268@kulsetufamily.com,9beefb557a14d2bccc6a0a3a9c88d9a93ce8e0307dd07909a2447d178948954b
P0269,F03,1,Person_269,M,African,N/A,N/A,N/A,JEHFDJ,01-01-1904,31-12-1989,86,83.27751196,Infection,Brown,Black,Dark,AB,Yes,No,No,Moustache,No,No,No,No,Yes,No,Introvert,Sweet_R3,Ritual_S2,Village_6,,Low,High School,,,,person269.p0269@kulsetufamily.com,b0465655698e60e7aba758b355aac9cba85a67b187a9b281e7b601a9634c3137
P0270,F03,1,Person_270,F,Western European,N/A,N/A,N/A,JJHIIJ,01-01-1900,01-01-1982,82,83.27751196,Infection,Hazel,Black,Medium,AB,No,No,No,N/A,No,No,No,No,No,No,Introvert,Sweet_R1,Festival_U2,City_9,,Medium,Bachelor's,,,,person270.p0270@kulsetufamily.com,2a3008c10f74421df1bc548283ac3af6bac9cc96176caa06a4b8fdb09771e8bc
P0271,F05,1,Person_271,F,African,N/A,N/A,N/A,AJHAFF,01-01-1911,31-12-2001,91,82.87634409,Old Age,Hazel,Brown,Light,AB,No,No,No,N/A,No,No,No,No,Yes,No,Artistic,Festive_F2,Ritual_S3,City_3,,Low,High School,,,,person271.p0271@kulsetufamily.com,3dc5fd999f6da49e643ddc04666f5639bbed7a02bcc1467992c8d5ec07126fce
P0272,F03,1,Person_272,F,African,N/A,N/A,N/A,DDIFCH,01-01-1918,31-12-2004,87,83.27751196,Accident,Blue,Red,Medium,AB,No,No,No,N/A,No,No,No,No,No,No,Aggressive,Festive_F2,Festival_U2,City_6,,Low,High School,,,,person272.p0272@kulsetufamily.com,a1bbe3ba1339efc4af5975cc0aaf4d54d5169e93e2f9cccf293c0666acda2a8e
P0273,F03,1,Person_273,M,East Asian,N/A,N/A,N/A,HFAIBC,01-01-1903,01-01-1992,89,83.27751196,Old Age,Brown,Black,Dark,A,No,No,No,Full Beard,No,No,Yes,No,No,No,Introvert,Sweet_R3,Festival_U2,City_5,,High,PhD,,,,person273.p0273@kulsetufamily.com,70c3a3baa3255d17aaea52d3eb4baccafcf391744e8a54403fd1a5d16753e060
P0274,F05,1,Person_274,M,Mixed,N/A,N/A,N/A,GGBIEC,01-01-1920,31-12-2008,89,82.87634409,Accident,Brown,Brown,Light,AB,No,Yes,No,Moustache,No,No,No,No,Yes,No,Aggressive,Festive_F2,Ritual_S2,City_5,,Medium,PhD,,,,person274.p0274@kulsetufamily.com,57b414ce20395ba64a41fa7a65564a438179653e802752f0139eeedc5182a417
P0275,F03,1,Person_275,M,South Asian,N/A,N/A,N/A,DECDBE,01-01-1904,31-12-1980,77,83.27751196,Organ Failure,Blue,Red,Dark,B,No,No,No,Moustache,Yes,No,No,No,Yes,No,Spiritual,Festive_F2,Festival_U1,City_8,,Medium,PhD,,,,person275.p0275@kulsetufamily.com,69f3fe25c4a5fb4506d14998a9bc807e467a5c8d85fe602f55483584138709cc
P0276,F04,1,Person_276,M,Mixed,N/A,N/A,N/A,AHCBBF,01-01-1901,01-01-1996,95,82.9787234,Accident,Hazel,Blonde,Light,O,No,No,No,Moustache,No,No,No,No,No,No,Aggressive,Festive_F1,Festival_U2,City_1,,Medium,PhD,,,,person276.p0276@kulsetufamily.com,077f50a9b7e5fcff8127fe81fb295671af5ffc21dba89694ad2c1973f595d143
P0277,F01,1,Person_277,M,East Asian,N/A,N/A,N/A,HEJIFH,01-01-1920,31-12-2004,85,84.55913978,Accident,Blue,Brown,Medium,A,No,No,No,Full Beard,No,No,No,No,Yes,No,Artistic,Sweet_R3,Ritual_S3,Village_9,,Medium,Bachelor's,,,,person277.p0277@kulsetufamily.com,dde761949481bf036dd6be75f554dadfb5873ecfb0739bae17091856692663d7
P0278,F04,1,Person_278,F,East Asian,N/A,N/A,N/A,HJDHJH,01-01-1920,31-12-2013,94,82.9787234,Infection,Hazel,Brown,Dark,A,No,No,No,N/A,No,No,No,No,Yes,No,Introvert,Sweet_R1,Ritual_S1,Village_3,,Medium,Bachelor's,,,,person278.p0278@kulsetufamily.com,c226861579806fc599b7d5c86a2e615ad94ee7f71c20026e28ee2ff9330f7359
P0279,F03,1,Person_279,F,Western European,N/A,N/A,N/A,GFBBAI,01-01-1907,01-01-2000,93,83.27751196,Accident,Brown,Blonde,Dark,O,No,No,No,N/A,No,No,No,No,Yes,No,Artistic,Sweet_R1,Festival_U1,City_6,,Medium,PhD,,,,person279.p0279@kulsetufamily.com,31d1f8bb65664dc5480536e714aa09813f55e5e9eec301576ec503b75373b3dc
P0280,F04,1,Person_280,F,Western European,N/A,N/A,N/A,BABCEF,01-01-1901,01-01-1963,62,82.9787234,Heart Failure,Hazel,Gray,Medium,B,No,No,No,N/A,No,Yes,No,No,Yes,No,Artistic,Festive_F1,Festival_U1,Village_2,,High,Bachelor's,,,,person280.p0280@kulsetufamily.com,5242cec1de1fbd8c8cbfeed6ba148780bbd95bc66652e73a7c4ac62bc025153c
P0281,F04,1,Person_281,M,Western European,N/A,N/A,N/A,BDJDCF,01-01-1901,01-01-1987,86,82.9787234,Infection,Blue,Red,Dark,AB,No,No,No,Moustache,No,No,No,No,Yes,No,Artistic,Festive_F3,Festival_U3,Village_8,,Low,Bachelor's,,,,person281.p0281@kulsetufamily.com,ec854b3df044ea9aa509369362f466853537045987afa0d779bcf6d2f3c043ea
P0282,F01,1,Person_282,M,Mixed,N/A,N/A,N/A,IGABIE,01-01-1907,01-01-1987,80,84.55913978,Accident,Green,Blonde,Light,B,No,No,No,Moustache,No,No,No,No,Yes,No,Calm,Sweet_R1,Ritual_S2,Village_2,,Low,High School,,,,person282.p0282@kulsetufamily.com,358b7f6c53719ba9b0aeabb485c069d2e4fd70637a68ac546ef2bb1ab9469fdc
P0283,F01,1,Person_283,F,South Asian,N/A,N/A,N/A,HCDGJA,01-01-1914,01-01-2008,94,84.55913978,Infection,Brown,Gray,Dark,O,No,No,No,N/A,No,No,No,No,Yes,No,Aggressive,Sweet_R1,Festival_U2,City_7,,Low,Bachelor's,,,,person283.p0283@kulsetufamily.com,e494c5afbe1ad3a3c686cb83e104887220ab5fed672fd82d2847b84f795d5339
P0284,F03,1,Person_284,M,East Asian,N/A,N/A,N/A,EADBBJ,01-01-1913,01-01-1988,75,83.27751196,Old Age,Brown,Gray,Dark,AB,No,No,No,Full Beard,No,No,No,No,Yes,No,Spiritual,Sweet_R2,Festival_U1,City_5,,Medium,High School,,,,person284.p0284@kulsetufamily.com,06cef545bcb60c75e829e7b1b2f5da47b51636b7ff63e3ee82d153386a0c2a83
P0285,F02,1,Person_285,F,East Asian,N/A,N/A,N/A,BHGIHE,01-01-1916,31-12-2010,95,84.40932642,Infection,Hazel,Gray,Medium,A,No,Yes,No,N/A,No,No,No,No,Yes,No,Spiritual,Festive_F3,Ritual_S2,Village_7,,Low,Bachelor's,,,,person285.p0285@kulsetufamily.com,eabd57fae127285f3fc9d1d8633aedc5777e5b3be3ff3502d2227fab9091c6ea
P0286,F05,1,Person_286,M,Mixed,N/A,N/A,N/A,FBIIEG,01-01-1908,31-12-1973,66,82.87634409,Infection,Blue,Blonde,Medium,A,No,No,No,Full Beard,Yes,No,No,No,Yes,No,Aggressive,Festive_F3,Festival_U1,City_8,,High,High School,,,,person286.p0286@kulsetufamily.com,5294b174f6412a847b29026bd7a1765994819f5ee08c7cd1a7ec131bccb8e41f
P0287,F01,1,Person_287,M,East Asian,N/A,N/A,N/A,HCIJHF,01-01-1910,01-01-1988,78,84.55913978,Accident,Hazel,Blonde,Dark,AB,No,No,No,Moustache,No,No,No,No,No,No,Extrovert,Festive_F2,Ritual_S1,City_3,,High,High School,,,,person287.p0287@kulsetufamily.com,d12cd08ee7e23df324de249e6ae889484a040ce599943948d6803597e7a3f951
P0288,F05,1,Person_288,F,Mixed,N/A,N/A,N/A,IGFAEG,01-01-1907,01-01-1968,61,82.87634409,Old Age,Green,Red,Dark,B,No,No,No,N/A,No,Yes,No,No,Yes,No,Artistic,Festive_F3,Ritual_S3,City_9,,Low,High School,,,,person288.p0288@kulsetufamily.com,41d96baee08cc4659fd753a4639c288470b1b8481ac9c6c01c9d529b9191deca
P0289,F03,1,Person_289,F,Mixed,N/A,N/A,N/A,HAJCGC,01-01-1900,01-01-1989,89,83.27751196,Accident,Blue,Brown,Medium,O,Yes,Yes,No,N/A,No,No,No,No,Yes,No,Calm,Festive_F3,Festival_U2,City_8,,High,High School,,,,person289.p0289@kulsetufamily.com,1132115ea9ad7c847c0ff792f2700e0bfd0bbfb29d70095e75af882a53c47653
P0290,F01,1,Person_290,F,South Asian,N/A,N/A,N/A,DADFEE,01-01-1916,31-12-2000,85,84.55913978,Accident,Blue,Red,Light,AB,No,Yes,No,N/A,No,No,No,No,Yes,No,Extrovert,Sweet_R2,Festival_U1,City_1,,High,High School,,,,person290.p0290@kulsetufamily.com,b90fc7594535740c0d725e5b03c2df9bfecb4e7a238499a3c5595bc0d1bff4f8
P0291,F05,1,Person_291,F,South Asian,N/A,N/A,N/A,AGIDDA,01-01-1902,01-01-1996,94,82.87634409,Old Age,Green,Blonde,Dark,O,No,No,No,N/A,No,No,No,No,Yes,No,Spiritual,Sweet_R1,Ritual_S3,Village_3,,Low,High School,,,,person291.p0291@kulsetufamily.com,0fa0b558ce0ba3605f0c0f1ccbe2ea14af8cbe780148a1ef225fea75f364e632
P0292,F03,1,Person_292,M,South Asian,N/A,N/A,N/A,CEAGBC,01-01-1906,31-12-1996,91,83.27751196,Infection,Green,Red,Light,B,No,No,No,Full Beard,No,No,No,No,No,No,Introvert,Festive_F1,Festival_U1,Village_8,,High,PhD,,,,person292.p0292@kulsetufamily.com,2907400153901a586d004ec3b542fe84f97bbb314259cc0b8f0090eac91f0540
P0293,F04,1,Person_293,F,South Asian,N/A,N/A,N/A,EFFIFI,01-01-1920,31-12-2008,89,82.9787234,Accident,Hazel,Red,Dark,A,No,No,No,N/A,No,No,No,No,No,No,Aggressive,Sweet_R3,Festival_U1,Village_8,,Medium,Bachelor's,,,,person293.p0293@kulsetufamily.com,738160a84ad0210680a3cacfb981b59966ed5dd4301e9f6a437aa297a867bada
P0294,F03,1,Person_294,F,Mixed,N/A,N/A,N/A,AAJIEC,01-01-1908,31-12-1996,89,83.27751196,Old Age,Blue,Gray,Light,O,No,No,No,N/A,No,No,No,No,Yes,No,Spiritual,Festive_F1,Festival_U1,City_1,,Medium,Bachelor's,,,,person294.p0294@kulsetufamily.com,3d1b58b7dce34732cfab702849a6c1398586b265a6baf27b724717d87422782e
P0295,F02,1,Person_295,F,Western European,N/A,N/A,N/A,GDEBGG,01-01-1901,01-01-1992,91,84.40932642,Infection,Brown,Red,Dark,B,Yes,Yes,No,N/A,No,No,No,No,No,No,Extrovert,Sweet_R3,Ritual_S1,City_3,,High,PhD,,,,person295.p0295@kulsetufamily.com,79333a91f01016b73811deefbb8234e7af2a2076d25ecd3b36154e26c3395d58
P0296,F03,1,Person_296,M,East Asian,N/A,N/A,N/A,JGAIDE,01-01-1911,31-12-2005,95,83.27751196,Old Age,Blue,Blonde,Medium,A,No,No,No,Full Beard,No,No,No,No,No,No,Spiritual,Sweet_R1,Festival_U1,Village_3,,Low,PhD,,,,person296.p0296@kulsetufamily.com,ad8331fdda3d3804472af190a27f6087729bd95961172caf88d06bd6a8ae8ea9
P0297,F04,1,Person_297,M,South Asian,N/A,N/A,N/A,EAIHHF,01-01-1919,31-12-1997,79,82.9787234,Old Age,Blue,Brown,Medium,AB,No,No,No,Moustache,No,No,No,No,No,No,Aggressive,Sweet_R2,Ritual_S3,City_3,,Low,PhD,,,,person297.p0297@kulsetufamily.com,999b8dada22f7837098ed53ffad363816aac31c5df94dcab3104318bee97b24e
P0298,F03,1,Person_298,F,African,N/A,N/A,N/A,AGDHAI,01-01-1915,31-12-2004,90,83.27751196,Old Age,Brown,Black,Light,AB,No,Yes,No,N/A,No,No,No,No,No,No,Spiritual,Festive_F3,Festival_U1,City_4,,High,PhD,,,,person298.p0298@kulsetufamily.com,f69467f3e18ec5045330b9cd5280d29a013abf5eaec43fcd1b9fab81491a1416
P0299,F04,1,Person_299,M,Mixed,N/A,N/A,N/A,EJFHGJ,01-01-1912,01-01-1988,76,82.9787234,Infection,Blue,Red,Medium,AB,No,No,No,Full Beard,No,No,No,No,Yes,No,Spiritual,Festive_F3,Ritual_S1,Village_2,,Low,High School,,,,person299.p0299@kulsetufamily.com,f21db329b9fdff2aa619e162203f067e0e9c8be1f70c3f14cd7e495608b9a0c0
P0300,F04,1,Person_300,M,Western European,N/A,N/A,N/A,FIDGJJ,01-01-1911,01-01-1995,84,82.9787234,Accident,Green,Red,Medium,O,No,No,No,Full Beard,No,No,No,No,Yes,No,Artistic,Festive_F1,Ritual_S2,City_7,,Low,PhD,,,,person300.p0300@kulsetufamily.com,1e6e6747136a94e968d7c2781a54b8aa6f6837da657b143a51e4119aa480ba25
P0301,F05,1,Person_301,F,South Asian,N/A,N/A,N/A,GAJCHG,01-01-1910,01-01-1991,81,82.87634409,Infection,Blue,Blonde,Medium,AB,No,No,No,N/A,No,No,No,No,Yes,No,Artistic,Sweet_R1,Ritual_S2,City_5,,Low,PhD,,,,person301.p0301@kulsetufamily.com,ae033a98d60ba93202cf9b16918f22aef73dafd67615f01733f1d757bbdeb650
P0302,F01,1,Person_302,F,Western European,N/A,N/A,N/A,IBAAAF,01-01-1916,31-12-2010,95,84.55913978,Infection,Hazel,Blonde,Medium,B,No,No,No,N/A,No,No,No,No,No,No,Calm,Festive_F3,Ritual_S2,Village_9,,Medium,Bachelor's,,,,person302.p0302@kulsetufamily.com,c30bfa26b9b24ddd9c9b497f7b15b7b576be2e3674b85262d243f95653f03590
P0303,F04,1,Person_303,M,South Asian,N/A,N/A,N/A,BGAFHC,01-01-1919,31-12-1989,71,82.9787234,Heart Failure,Blue,Gray,Dark,B,No,No,No,Moustache,No,Yes,No,Yes,Yes,No,Artistic,Sweet_R1,Ritual_S3,Village_9,,High,Bachelor's,,,,person303.p0303@kulsetufamily.com,14f00c26a24315b58780da93bf3dee1aef26b0bddb6ea5fa17b2e7fb2b99fa9c
P0304,F05,1,Person_304,M,Mixed,N/A,N/A,N/A,BACDDF,01-01-1904,31-12-1982,79,82.87634409,Old Age,Brown,Black,Dark,A,No,No,No,Moustache,No,No,No,No,Yes,No,Spiritual,Sweet_R2,Festival_U1,City_7,,Low,Bachelor's,,,,person304.p0304@kulsetufamily.com,8a6e89650a9d3911c1521070b2996d5791d36f58df23b5ab44030ec2845831d5
P0305,F05,1,Person_305,M,African,N/A,N/A,N/A,JBHDJJ,01-01-1918,01-01-2004,86,82.87634409,Old Age,Blue,Red,Dark,A,Yes,No,No,Full Beard,No,No,No,No,No,No,Calm,Festive_F3,Ritual_S3,City_8,,High,PhD,,,,person305.p0305@kulsetufamily.com,ee2452424839bae586bbbc20939e5648cc024869316d7a92f2967e57cf91e08a
P0306,F05,1,Person_306,F,South Asian,N/A,N/A,N/A,JJFAHG,01-01-1904,31-12-1978,75,82.87634409,Accident,Green,Black,Light,AB,No,No,No,N/A,No,No,Yes,No,Yes,No,Spiritual,Sweet_R1,Ritual_S2,Village_8,,High,PhD,,,,person306.p0306@kulsetufamily.com,92f9ef807001f0f5840e20c9421136c63aae20b81b278f4854d86dd9527b979c
P0307,F04,1,Person_307,M,South Asian,N/A,N/A,N/A,HAHBIJ,01-01-1913,01-01-1997,84,82.9787234,Infection,Blue,Blonde,Dark,AB,Yes,Yes,No,Moustache,No,No,No,No,Yes,No,Spiritual,Festive_F2,Festival_U2,Village_6,,High,PhD,,,,person307.p0307@kulsetufamily.com,d16a71fdc347aaaf214e67a2dd51536eac13384c7845b5ee257a375da7ae561f
P0308,F04,1,Person_308,F,East Asian,N/A,N/A,N/A,DEIHGA,01-01-1916,31-12-1996,81,82.9787234,Old Age,Brown,Brown,Light,O,Yes,No,No,N/A,No,No,No,No,No,No,Extrovert,Sweet_R3,Festival_U3,Village_4,,High,Bachelor's,,,,person308.p0308@kulsetufamily.com,d0e18e377affb536ffeac7033b41fee72914391dcb6705d4761cad8f8cffbd68
P0309,F01,1,Person_309,F,African,N/A,N/A,N/A,BDAHIA,01-01-1919,01-01-2003,84,84.55913978,Accident,Brown,Red,Light,O,No,No,No,N/A,Yes,No,No,No,Yes,No,Extrovert,Sweet_R3,Ritual_S1,City_4,,Low,PhD,,,,person309.p0309@kulsetufamily.com,f17392b6591fd4d28ef1eba9ff89b7e95b5f08cafbcc0cd4753bd8f2c3c81e87
P0310,F01,1,Person_310,M,Western European,N/A,N/A,N/A,AHHAFI,01-01-1919,01-01-1999,80,84.55913978,Accident,Brown,Gray,Medium,A,No,No,No,Full Beard,No,No,No,No,No,No,Aggressive,Sweet_R1,Festival_U1,Village_9,,Medium,High School,,,,person310.p0310@kulsetufamily.com,92a86313df9c27d83073f7008f864751689eaa311780676586d087ab47ff70b0
P0311,F04,1,Person_311,M,South Asian,N/A,N/A,N/A,DGIBJB,01-01-1915,01-01-1980,65,82.9787234,Infection,Hazel,Brown,Light,AB,No,Yes,Yes,Full Beard,No,Yes,No,No,Yes,No,Extrovert,Sweet_R2,Ritual_S1,City_9,,High,High School,,,,person311.p0311@kulsetufamily.com,dde27c1894cc1786687e03d5a4a16802dacdcae16782401a87c6d124ecb99c82
P0312,F03,1,Person_312,F,Western European,N/A,N/A,N/A,JBACJI,01-01-1904,31-12-1981,78,83.27751196,Infection,Hazel,Blonde,Medium,AB,No,No,No,N/A,No,No,No,No,No,No,Extrovert,Festive_F3,Festival_U3,City_6,,High,High School,,,,person312.p0312@kulsetufamily.com,518955e0c1473166afe8df19e6f5638e263288c847a13dfaefa4197012183b1f
P0313,F04,1,Person_313,F,Western European,N/A,N/A,N/A,AADEIA,01-01-1914,01-01-1999,85,82.9787234,Infection,Blue,Black,Light,AB,No,No,No,N/A,No,No,No,No,Yes,No,Aggressive,Festive_F1,Ritual_S1,Village_4,,Medium,PhD,,,,person313.p0313@kulsetufamily.com,4d00fe205479e5fc941cee21e5a1cbc0e234fd57b4fb4d93466aa17d95722e16
